-32.3935,2.39825,0.720852,0.76703,-0.107015,-0.381902,0.216159,-0.156959,-0.0164686,-0.0193318,-0.0175982,0.180767,-0.204913,-0.0122053,-0.470256,-0.151871,-0.0999913,-0.272728,0.0502287,-0.0890605
-23.0214,5.14154,3.13406,2.02164,1.58653,1.00969,1.03542,0.278675,0.668009,0.38743,0.164351,0.105874,0.143469,-0.120617,-0.204636,0.0278568,0.0418914,0.0521383,-0.000279061,0.13569
-22.2414,5.22837,3.85059,2.0276,1.6995,0.91473,0.978853,-0.325015,0.819786,0.943026,0.440328,0.311769,0.148121,0.32461,0.366945,0.0199098,-0.18138,0.646859,-0.0554992,-0.0250907
-17.6041,5.20476,1.4372,0.779064,0.706383,0.699651,1.38467,0.353026,0.353516,0.500416,0.871739,0.155935,0.277912,0.725061,0.246137,0.39744,0.131537,0.355276,0.307487,-0.0116408
-22.7821,5.08157,3.98087,1.44679,1.57968,0.830369,0.839579,-0.652768,0.844989,0.996067,0.220564,0.460347,0.330046,0.241704,0.555484,-0.0547148,-0.186493,0.832218,-0.0555561,0.175957
-22.7462,4.60835,4.20063,1.67941,1.36965,1.1081,0.677949,-0.701945,0.820895,0.914697,0.211068,0.211586,0.54869,0.430587,0.483911,-0.149042,-0.192716,0.538802,0.181016,0.265644
-22.8409,5.09313,3.6351,1.55801,1.9854,0.875701,0.658087,-0.722981,0.989576,0.660875,0.336881,0.612547,0.257115,-0.0249596,0.508716,0.133227,-0.251448,0.72077,0.20919,0.239855
-23.4394,5.16781,3.98216,1.79383,1.53063,0.786571,0.950182,-0.737939,0.724863,1.09857,0.0757298,0.0723474,0.436865,0.480164,0.652799,-0.168875,-0.343859,0.608447,-0.0818918,0.416674
-23.3147,5.41841,3.74231,1.32886,1.51931,1.39995,1.33549,-1.03544,0.345156,1.02932,0.124802,0.10685,0.503801,0.351171,0.35692,-0.174196,-0.13791,0.709901,-0.045671,0.244313
-24.4452,4.66755,3.72972,1.41561,1.5212,0.995387,1.02026,-0.30527,1.00857,0.881689,-0.342063,-0.299675,-0.0595022,0.188433,0.379899,-0.163553,-0.321381,0.505141,-0.0173401,0.0757731
-24.5543,4.19171,2.97517,1.2216,1.17439,0.998094,1.23387,-0.124313,0.997167,0.739321,-0.0568546,-0.24121,-0.124453,0.185172,0.121976,-0.48872,-0.522155,0.612055,0.191633,0.291879
-22.9308,4.82437,3.04411,1.26567,1.24228,1.04708,1.11684,-0.138043,0.234229,0.309287,0.12207,-0.14809,0.196954,0.109002,0.403665,0.162736,-0.0857833,0.622114,-0.0366012,0.115311
-22.7868,5.46814,4.02811,1.45386,0.84709,0.978403,1.0378,-0.183009,1.02145,0.908594,0.47011,-0.0415113,0.0548149,-0.0152296,-0.0199224,-0.0278097,-0.249596,0.329021,0.0396407,0.285877
-23.4892,5.37719,3.97094,1.50845,1.38377,1.14932,1.26983,-0.516319,0.622656,0.900851,0.255691,0.0709666,0.111668,0.182688,0.253684,0.0157805,-0.0393248,0.420876,-0.355003,-0.063494
-23.3654,4.90188,4.09308,1.81059,1.45621,1.0494,1.40481,-0.478428,0.536056,0.904897,0.134272,-0.115337,0.220834,0.214785,0.151334,0.0653598,-0.228112,0.31158,-0.0156221,0.0386846
-24.0756,5.44105,3.88544,1.79098,1.54838,1.09623,1.07429,-0.406712,0.936297,0.845908,-0.145948,-0.25663,0.193779,0.425567,0.503272,-0.221634,-0.364629,0.509584,-0.225641,0.242167
-23.3111,4.9491,3.90794,1.96209,1.41818,0.835537,1.40025,-0.219494,0.677243,0.813233,0.0115068,-0.353025,0.10752,0.385765,0.137083,-0.15802,-0.142172,0.407669,-0.195003,0.269967
-23.4674,4.42869,4.03889,2.08845,1.86401,1.26744,0.968741,-0.381941,0.723782,0.523698,0.0496564,-0.0102577,-0.120805,0.233289,0.1469,0.0944602,-0.145245,0.433624,-0.0479363,-0.0973048
-23.3145,4.90754,3.76128,1.95516,1.90974,0.895172,1.26967,-0.220701,0.37918,0.436651,-0.0689227,-0.0975995,0.273639,0.30089,0.184917,-0.0337128,-0.0502439,0.365924,-0.142468,0.290506
-22.761,5.80806,3.98003,1.43846,1.25834,1.05711,1.01394,-0.579302,0.756621,0.87665,0.341154,0.239871,0.291679,0.24318,0.515568,0.0366213,-0.151332,0.570736,-0.166676,0.304319
-22.743,5.61848,3.92473,1.73004,1.31516,0.902786,0.98621,-0.387486,0.560996,0.739976,0.550847,0.330626,0.295569,0.254193,0.215361,0.0760578,0.02514,0.545668,-0.26929,0.123282
-22.7935,5.76469,3.84376,1.31385,1.57232,1.3893,1.56747,-0.266519,0.539479,0.791958,0.14514,0.00766364,-0.0927288,0.0803647,0.166744,-0.0333154,0.00537163,0.361413,-0.349469,0.142642
-23.3771,5.28108,3.89872,1.61533,1.83707,1.47718,1.48832,-0.538704,1.17226,0.964595,0.171553,0.390681,0.610157,0.297148,0.65581,0.219562,-0.0830306,0.438943,-0.442306,0.375139
-23.8706,4.59704,3.62467,1.08736,1.59339,1.42632,1.18073,-0.612666,1.1767,1.11594,-0.082875,0.253432,0.412634,0.358652,1.02388,0.234069,-0.0303348,0.785079,-0.217519,0.269583
-24.9688,4.22466,3.40456,1.35068,1.25435,0.712585,0.99789,-0.384675,1.29595,1.31913,0.0157172,-0.141094,0.115701,0.501194,0.738819,-0.21854,-0.310806,0.730751,-0.0368369,0.119562
-25.0634,4.28683,3.41869,1.14132,1.35206,1.05268,1.26151,-0.352386,1.04426,1.10866,0.170304,0.237949,0.275921,0.412123,0.558768,-0.477542,-0.464489,0.794608,-0.0190311,0.192297
