-27.2625,0.579941,0.4824,0.192683,-0.621362,0.0419486,0.0487206,-0.154494,0.248543,0.0384064,0.196009,0.0122988,-0.215864,-0.360326,-0.0162555,0.15749,0.0143958,-0.188146,-0.327745,-0.0777173
-12.632,2.83668,-0.887943,1.03029,-0.731949,0.74578,0.918487,-0.348782,-0.172255,0.279504,-0.0813358,-0.114078,0.316876,0.143239,-0.316777,-0.0859645,0.17268,0.174055,-0.118295,-0.117517
-8.63061,4.1089,-2.26856,1.62953,-1.81624,0.733351,-0.0385605,-0.210875,-0.380615,0.276682,-0.188385,0.0916335,-0.132981,-0.0155461,-0.18876,-0.0271427,0.167762,-0.00851295,0.200568,0.00344077
-5.37912,3.26219,-1.49442,1.25409,-1.14825,0.373377,-0.329626,-0.322943,-0.346171,0.267501,-0.285508,-0.272543,-0.0656183,0.0853067,-0.0946749,0.0499273,-0.183826,-0.0122514,0.0168632,-0.234773
-5.32134,2.72139,-1.11725,1.59877,-0.758197,0.352251,-0.357708,-0.213113,-0.520125,-0.0447302,-0.460409,-0.187314,-0.216783,0.0329329,-0.0694672,0.0654043,-0.0444841,0.0458323,-0.16917,-0.339935
-5.74388,2.68465,-1.10738,1.58968,-0.917299,0.20505,-0.556547,-0.342599,-0.596566,-0.248072,-0.499844,-0.047209,-0.136206,-0.272651,-0.204188,-0.0047871,-0.0148043,0.0794584,-0.373401,-0.322157
-5.75143,2.80649,-1.19834,1.57993,-0.708409,0.29578,-0.622275,-0.33,-0.5851,0.0442971,-0.378168,0.0602379,-0.228177,-0.0901182,-0.174094,-0.0205427,-0.0388293,0.145783,-0.271497,-0.280166
-5.71051,2.8971,-1.2262,1.30151,-0.747769,0.284251,-0.645889,-0.431703,-0.530185,-0.00925049,-0.352104,-0.0823817,-0.272241,-0.163711,-0.101435,-0.015645,-0.138494,0.0874005,-0.152387,-0.198405
-5.54017,2.92356,-1.09035,1.21669,-0.805957,0.138692,-0.417503,-0.39442,-0.444949,0.085341,-0.478522,-0.308971,-0.454958,0.100519,-0.020098,-0.00460633,-0.172903,0.0708931,-0.0559077,-0.136885
-5.77785,2.75047,-0.718025,1.13983,-0.677312,-0.0692911,-0.771899,-0.642251,-0.489572,0.203335,-0.57341,-0.267368,-0.23614,-0.00966155,-0.185778,-0.000609655,-0.214806,-0.0836721,-0.15268,0.0463166
-5.96344,3.2099,-0.833947,1.33546,-0.901855,-0.0499838,-0.62558,-0.568161,-0.393933,0.00468155,-0.334789,-0.216923,-0.154319,0.08913,-0.333622,-0.153917,-0.167998,-0.155517,-0.132535,0.103318
-5.90808,3.16873,-1.13386,1.22964,-0.971424,-0.100555,-0.703322,-0.518719,-0.447583,-0.0233508,-0.411218,-0.198623,-0.23717,-0.0625109,-0.2554,-0.211992,-0.293311,-0.0608555,-0.0757711,-0.0596808
-6.21706,3.19808,-1.4249,1.08867,-0.93505,0.151109,-0.277258,-0.36122,-0.347833,-0.0522321,-0.322667,-0.178717,-0.123385,0.0211131,-0.0406882,-0.0568417,-0.478935,-0.0415118,-0.115895,0.110083
-6.07962,3.6073,-1.48031,1.03789,-1.04351,0.271648,-0.271741,-0.177418,-0.434726,0.0085745,-0.353292,-0.201467,0.107374,0.185765,0.0970336,-0.00519171,-0.142815,-0.041149,0.140919,0.173659
-6.56854,3.51883,-1.41177,1.29838,-1.13956,0.0388693,-0.684239,-0.35656,-0.371951,-0.0473133,-0.723095,-0.24935,-0.140437,0.138975,-0.168301,-0.137178,-0.473372,-0.163572,0.0830945,0.102354
-6.61074,3.78412,-1.46903,1.32125,-1.03514,-0.0698413,-0.610244,-0.384091,-0.251635,-0.0197637,-0.527882,-0.296979,-0.0247218,0.150075,-0.21673,-0.100311,-0.329832,-0.235673,-0.0305423,0.100197
