3.3496e-7,2.82469e-7,1.97455e-7,2.14758e-7,2.92444e-7,3.44282e-7,3.35136e-7,3.93894e-7,4.41867e-7,4.63756e-7,4.59838e-7,4.05695e-7
2.54301e-7,2.77702e-7,3.94603e-7,3.98886e-7,6.78668e-7,8.90286e-7,5.41294e-7,4.36144e-7,3.82053e-7,3.34554e-7,2.84053e-7,2.31602e-7
1.11361e-6,8.22467e-7,1.08943e-6,1.24244e-6,1.34289e-6,1.99028e-6,3.28555e-6,3.55978e-6,3.73046e-6,2.19282e-6,1.76255e-6,9.8813e-7
3.51532e-6,4.31567e-6,5.44148e-6,5.03769e-6,4.44958e-6,7.09085e-6,1.39823e-5,2.15693e-5,1.53558e-5,5.82959e-6,6.61022e-6,5.36788e-6
6.49743e-6,6.54062e-6,7.69252e-6,7.97846e-6,8.31611e-6,1.4212e-5,2.30589e-5,4.03684e-5,3.05118e-5,1.28512e-5,1.21384e-5,9.70782e-6
8.09903e-6,1.06549e-5,1.50527e-5,1.25117e-5,1.03932e-5,2.15405e-5,4.45189e-5,6.44654e-5,4.44969e-5,2.83212e-5,1.88467e-5,1.2341e-5
1.04708e-5,6.63323e-6,2.46788e-5,3.94223e-5,2.08262e-5,2.15451e-5,5.42852e-5,0.000141831,0.000149916,5.36563e-5,2.09291e-5,2.25997e-5
1.89647e-5,1.41255e-5,3.39777e-5,3.81096e-5,1.8106e-5,2.75075e-5,5.06704e-5,0.00021452,0.000340276,0.000145414,2.05089e-5,2.48109e-5
4.6878e-5,2.55552e-5,3.23343e-5,6.55143e-5,3.86626e-5,6.03685e-5,0.000122908,0.000458723,0.000635873,0.000239449,5.15703e-5,5.66112e-5
0.000122064,4.4565e-5,6.1391e-5,0.000134574,7.34555e-5,5.14785e-5,8.16198e-5,0.000612327,0.00105304,0.000395834,8.12898e-5,0.00010045
2.99749e-5,2.6011e-5,8.27087e-5,0.000205625,0.000115948,7.94285e-5,0.000101633,0.000616791,0.00115033,0.000473962,7.03956e-5,8.88275e-5
0.00022098,8.99534e-5,0.000127523,0.000320213,0.000164783,6.43086e-5,0.000128712,0.000746662,0.00124673,0.000527555,0.000103999,0.00024142
0.000182513,6.37706e-5,0.000261729,0.000509508,0.000217607,5.40195e-5,0.000164133,0.000952475,0.00147779,0.000568815,0.000206029,0.00017758
0.000246932,9.56207e-5,0.000291744,0.00042579,0.000133602,0.000296935,0.000526681,0.00153639,0.00222654,0.000767351,0.000204049,0.000223976
0.000520723,0.000199253,0.000520938,0.0010168,0.000444075,5.99748e-5,0.000239395,0.0019795,0.00279135,0.00110985,0.00044595,0.000557936
0.000324361,0.000147718,0.00030727,0.000612935,0.000247483,0.000736805,0.00103379,0.00278396,0.00395947,0.00172268,0.000650161,0.000270657
0.000254442,8.64287e-5,0.000657838,0.00101902,0.000376244,0.000109531,0.000386863,0.00334131,0.00505975,0.00189514,0.000406475,0.000381368
0.000786077,0.000290953,0.000449334,0.000866131,0.000446891,0.000630321,0.00110716,0.00366196,0.00469796,0.00178229,0.00052702,0.000886433
0.00062168,0.000211629,0.000715916,0.00148208,0.000656888,0.00016751,0.000446424,0.00493393,0.00722494,0.00248953,0.000695507,0.000619868
0.000329511,0.000112216,0.000307518,0.000430377,0.000339611,0.000771867,0.00134343,0.00590766,0.00827272,0.00283379,0.000115676,0.000922466
0.00136691,0.00045957,0.000770392,0.00156563,0.000704452,0.000277702,0.000848419,0.00598779,0.00881548,0.00327386,0.000739286,0.00160241
0.000375377,0.000149617,0.000432817,0.000784084,0.000327933,0.00094786,0.00143705,0.00508381,0.00633078,0.00178824,0.000755097,0.000591167
0.00109272,0.000304034,0.000659716,0.00152906,0.000799852,0.00046298,0.00100497,0.00484351,0.00656804,0.00224318,0.000551803,0.00143792
0.000682905,0.000353634,0.000531573,0.00124244,0.000698997,0.000317737,0.000826229,0.0049424,0.00800852,0.00317618,0.00119651,0.00144223
0.000570534,0.000200247,0.000880521,0.00174923,0.000809982,0.000264741,0.00075153,0.00391582,0.00658126,0.00303913,0.000773139,0.000575971
0.00119838,0.000420088,0.000826771,0.00149143,0.000581743,0.000280769,0.000858023,0.00541923,0.00838398,0.00347662,0.00104072,0.00122113
0.00080815,0.000270085,0.000719864,0.00130122,0.000569113,0.000514181,0.00119017,0.00772904,0.0115268,0.00455924,0.00114198,0.00155067
0.000769237,0.00041515,0.000559175,0.001393,0.000761273,0.000635482,0.0015133,0.00843966,0.0129822,0.00514902,0.000821467,0.00069668
0.00102068,0.000474095,0.000677546,0.0011789,0.000599088,0.000449483,0.00125853,0.00872019,0.0137129,0.00541949,0.00136405,0.00108271
0.000814737,0.000342683,0.00117359,0.00257169,0.00119922,0.000489976,0.00147016,0.00965277,0.0157001,0.00608918,0.00162053,0.0012076
0.000373876,0.000141414,0.000485877,0.00100614,0.000507552,0.000579295,0.00130016,0.00888566,0.014832,0.0060768,0.000929778,0.000820519
0.00125358,0.000561297,0.000750368,0.00168369,0.000797584,0.000425431,0.00123641,0.0082836,0.013861,0.00535224,0.000773502,0.000850391
0.000785054,0.000425803,0.00085301,0.00188971,0.000855134,0.000476388,0.00124263,0.0081454,0.0141575,0.00564471,0.00127748,0.000764608
