,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Most_Common_Melodic_Interval
"H:\Pompeii full song.mid",25.0, 7.0, 43.0, 2.0, 59.0, 5.929, 69.0, 9.0, 4.0, 5.0, 10.72, 5.0
